Order_ID,Cart_Value,Return_Rate,Pincode_Tier,Address_Quality,Is_COD,Is_RTO
ORD_01802,633,0.11,2,7,1,0
ORD_01803,377,0.06,2,7,1,0
ORD_01804,250,0.21,3,8,1,1
ORD_01805,250,0.08,2,8,1,0
ORD_01806,250,0.44,1,3,0,0
ORD_01807,823,0.18,3,8,1,0
ORD_01808,999,0.11,2,4,1,0
ORD_01809,250,0.21,3,7,1,0
ORD_01810,1361,0.04,2,5,1,1
ORD_01811,451,0.09,1,4,0,0
ORD_01812,748,0.09,2,4,0,0
ORD_01813,2415,0.2,2,6,1,0
ORD_01814,1363,0.08,1,2,1,0
ORD_01815,536,0.07,2,5,1,0
ORD_01816,326,0.27,1,8,0,0
ORD_01817,250,0.28,2,2,0,1
ORD_01818,374,0.12,3,5,0,0
ORD_01819,561,0.31,2,7,1,0
ORD_01820,301,0.28,2,5,0,0
ORD_01821,598,0.32,1,10,0,0
ORD_01822,707,0.41,2,9,1,0
ORD_01823,555,0.12,2,9,1,0
ORD_01824,395,0.26,2,8,1,1
ORD_01825,761,0.15,3,9,0,0
ORD_01826,947,0.02,2,2,0,0
ORD_01827,278,0.06,3,3,0,0
ORD_01828,2056,0.17,3,4,1,0
ORD_01829,614,0.04,1,5,1,1
ORD_01830,675,0.05,2,10,1,1
ORD_01831,1172,0.33,3,2,1,1
ORD_01832,801,0.18,3,10,1,0
ORD_01833,1425,0.27,1,4,1,0
ORD_01834,836,0.08,2,4,1,0
ORD_01835,407,0.17,2,5,0,0
ORD_01836,888,0.2,1,6,0,0
ORD_01837,266,0.31,3,1,1,1
ORD_01838,725,0.22,3,6,1,0
ORD_01839,647,0.42,2,9,1,1
ORD_01840,563,0.24,1,3,1,0
ORD_01841,600,0.05,3,2,1,1
ORD_01842,250,0.19,2,8,1,0
ORD_01843,428,0.48,1,2,0,0
ORD_01844,716,0.25,1,8,0,0
ORD_01845,755,0.16,1,10,1,0
ORD_01846,292,0.03,2,4,1,0
ORD_01847,1830,0.04,1,9,0,0
ORD_01848,332,0.32,1,4,0,0
ORD_01849,1444,0.28,3,1,1,0
ORD_01850,936,0.05,3,8,1,0
ORD_01851,396,0.18,1,1,0,0
ORD_01852,2752,0.09,1,5,0,1
ORD_01853,255,0.28,2,7,1,0
ORD_01854,1387,0.37,1,3,1,0
ORD_01855,1480,0.2,1,6,1,0
ORD_01856,388,0.16,1,1,1,0
ORD_01857,2026,0.19,3,6,1,0
ORD_01858,544,0.36,3,5,0,0
ORD_01859,837,0.38,3,2,1,0
ORD_01860,819,0.29,2,4,0,0
ORD_01861,597,0.09,2,7,1,1
ORD_01862,1272,0.2,2,6,1,0
ORD_01863,1254,0.01,2,10,1,1
ORD_01864,250,0.02,2,6,1,0
ORD_01865,1888,0.02,2,9,1,0
ORD_01866,250,0.04,1,2,1,1
ORD_01867,1519,0.15,1,1,0,0
ORD_01868,1638,0.21,3,2,1,0
ORD_01869,277,0.09,1,3,1,0
ORD_01870,478,0.21,1,9,1,0
ORD_01871,274,0.08,2,10,0,0
ORD_01872,560,0.05,1,9,1,0
ORD_01873,519,0.2,1,5,0,0
ORD_01874,1241,0.16,1,7,0,0
ORD_01875,1897,0.31,2,3,0,0
ORD_01876,2031,0.47,1,10,1,1
ORD_01877,424,0.27,2,2,1,0
ORD_01878,562,0.04,1,6,1,0
ORD_01879,250,0.18,1,6,0,0
ORD_01880,349,0.11,3,5,1,0
ORD_01881,1439,0.28,2,1,1,0
ORD_01882,2422,0.51,2,10,0,0
ORD_01883,250,0.09,1,2,0,0
ORD_01884,414,0.05,1,7,1,0
ORD_01885,651,0.15,3,10,1,0
ORD_01886,832,0.02,1,2,0,0
ORD_01887,348,0.26,3,5,0,0
ORD_01888,933,0.12,2,10,0,0
ORD_01889,455,0.05,2,4,1,0
ORD_01890,657,0.11,2,10,1,0
ORD_01891,1029,0.07,2,1,1,0
ORD_01892,668,0.37,1,5,0,0
ORD_01893,469,0.12,2,1,1,0
ORD_01894,609,0.16,3,3,1,0
ORD_01895,619,0.13,1,9,1,0
ORD_01896,494,0.56,1,7,1,1
ORD_01897,540,0.01,1,2,1,0
ORD_01898,2389,0.07,2,5,1,0
ORD_01899,1041,0.08,1,4,1,0
ORD_01900,525,0.18,3,7,1,0
ORD_01901,1161,0.2,2,4,0,0
ORD_01902,509,0.3,3,9,1,0
ORD_01903,1700,0.02,3,3,1,1
ORD_01904,894,0.31,1,6,1,1
ORD_01905,610,0.18,1,5,1,0
ORD_01906,951,0.1,3,10,1,0
ORD_01907,250,0.24,2,8,1,1
ORD_01908,270,0.16,1,1,1,0
ORD_01909,255,0.03,3,10,0,0
ORD_01910,745,0.06,2,2,0,0
ORD_01911,2659,0.05,1,7,1,0
ORD_01912,3964,0.2,2,1,1,0
ORD_01913,1108,0.18,3,5,1,0
ORD_01914,992,0.18,1,8,0,0
ORD_01915,250,0.0,1,10,1,0
ORD_01916,430,0.26,1,5,1,1
ORD_01917,354,0.22,3,5,1,0
ORD_01918,404,0.04,2,9,1,0
ORD_01919,581,0.0,2,5,1,1
ORD_01920,455,0.16,2,1,0,0
ORD_01921,250,0.29,1,3,0,0
ORD_01922,1209,0.04,2,5,0,0
ORD_01923,281,0.1,3,8,1,0
ORD_01924,805,0.02,2,10,1,0
ORD_01925,3495,0.01,3,2,1,0
ORD_01926,318,0.09,2,4,1,0
ORD_01927,250,0.3,1,4,0,0
ORD_01928,529,0.22,2,3,0,0
ORD_01929,1604,0.22,1,6,0,0
ORD_01930,3186,0.0,2,10,0,0
ORD_01931,250,0.05,2,2,0,0
ORD_01932,989,0.07,3,3,1,1
ORD_01933,458,0.0,1,2,1,1
ORD_01934,611,0.06,3,10,1,1
ORD_01935,5516,0.05,3,8,1,0
ORD_01936,250,0.17,1,2,1,0
ORD_01937,814,0.0,3,5,1,0
ORD_01938,966,0.32,1,4,1,0
ORD_01939,1585,0.01,1,1,1,0
ORD_01940,719,0.23,3,7,0,0
ORD_01941,851,0.08,1,6,1,1
ORD_01942,486,0.05,2,10,0,1
ORD_01943,824,0.1,2,1,1,0
ORD_01944,505,0.05,1,9,1,0
ORD_01945,1093,0.03,2,4,0,0
ORD_01946,494,0.16,1,1,1,1
ORD_01947,899,0.23,1,8,1,0
ORD_01948,649,0.12,3,1,1,1
ORD_01949,1637,0.17,3,2,0,0
ORD_01950,638,0.09,2,5,0,0
ORD_01951,250,0.12,1,1,1,0
ORD_01952,1825,0.3,2,1,0,0
ORD_01953,322,0.04,3,6,1,0
ORD_01954,394,0.01,1,1,1,1
ORD_01955,413,0.07,1,5,0,0
ORD_01956,1997,0.1,3,10,1,1
ORD_01957,250,0.09,2,5,0,1
ORD_01958,8186,0.22,1,2,1,0
ORD_01959,1548,0.06,1,3,0,0
ORD_01960,795,0.05,3,3,1,0
ORD_01961,636,0.24,2,3,0,0
ORD_01962,835,0.12,1,3,1,0
ORD_01963,1009,0.02,3,4,1,1
ORD_01964,1114,0.16,3,10,1,0
ORD_01965,1037,0.05,1,1,1,0
ORD_01966,714,0.08,2,4,1,0
ORD_01967,568,0.06,1,4,1,0
ORD_01968,589,0.15,2,8,1,1
ORD_01969,569,0.2,1,4,1,0
ORD_01970,1647,0.07,1,5,1,0
ORD_01971,1069,0.09,2,4,1,0
ORD_01972,250,0.1,2,5,0,0
ORD_01973,1124,0.12,1,3,1,0
ORD_01974,777,0.05,1,3,0,0
ORD_01975,655,0.11,3,8,1,0
ORD_01976,487,0.63,1,1,1,1
ORD_01977,1634,0.38,2,3,1,1
ORD_01978,1419,0.11,1,2,0,0
ORD_01979,358,0.06,2,10,1,0
ORD_01980,921,0.0,1,6,1,0
ORD_01981,305,0.47,1,8,1,1
ORD_01982,250,0.49,2,6,1,0
ORD_01983,402,0.02,1,4,0,0
ORD_01984,1325,0.11,2,3,0,0
ORD_01985,1425,0.42,1,4,0,0
ORD_01986,1002,0.46,1,8,1,0
ORD_01987,1188,0.13,2,9,0,0
ORD_01988,1005,0.28,1,8,1,0
ORD_01989,398,0.15,1,9,1,0
ORD_01990,939,0.16,1,8,1,0
ORD_01991,1261,0.31,1,5,0,1
ORD_01992,1216,0.0,1,5,1,1
ORD_01993,1721,0.18,1,1,1,0
ORD_01994,1172,0.05,1,8,1,0
ORD_01995,881,0.02,3,2,0,0
ORD_01996,1565,0.03,1,6,1,0
ORD_01997,651,0.06,3,6,1,0
ORD_01998,328,0.07,3,10,0,0
ORD_01999,583,0.01,1,4,0,0
ORD_02000,366,0.46,1,9,1,0
ORD_02001,387,0.02,1,3,1,0
ORD_02002,592,0.27,2,8,0,1
ORD_02003,352,0.15,2,2,1,0
ORD_02004,519,0.18,2,5,0,0
ORD_02005,250,0.19,2,6,0,1
ORD_02006,788,0.11,1,2,1,0
ORD_02007,665,0.15,3,7,1,0
ORD_02008,345,0.09,1,5,1,0
ORD_02009,1127,0.2,3,10,1,1
ORD_02010,1408,0.04,1,4,1,0
ORD_02011,250,0.08,1,4,0,0
ORD_02012,361,0.08,3,2,1,1
ORD_02013,359,0.06,2,9,1,0
ORD_02014,313,0.02,2,1,1,0
ORD_02015,1291,0.12,2,1,1,0
ORD_02016,569,0.09,3,4,0,1
ORD_02017,538,0.09,3,3,1,0
ORD_02018,250,0.23,2,9,0,0
ORD_02019,1105,0.06,1,7,1,0
ORD_02020,250,0.14,2,2,1,0
ORD_02021,697,0.0,3,4,1,0
ORD_02022,830,0.22,2,5,0,0
ORD_02023,1975,0.05,3,10,1,1
ORD_02024,250,0.05,1,4,1,0
ORD_02025,250,0.37,3,4,1,1
ORD_02026,770,0.07,1,4,1,0
ORD_02027,2808,0.11,1,8,1,0
ORD_02028,1792,0.05,2,7,1,0
ORD_02029,786,0.09,2,4,1,0
ORD_02030,448,0.09,1,1,1,1
ORD_02031,1268,0.06,3,6,1,1
ORD_02032,305,0.02,3,5,1,0
ORD_02033,973,0.37,2,5,1,1
ORD_02034,996,0.06,1,6,1,0
ORD_02035,1553,0.08,1,8,0,0
ORD_02036,6049,0.21,2,6,1,0
ORD_02037,910,0.03,2,6,0,0
ORD_02038,442,0.27,1,7,0,0
ORD_02039,651,0.09,2,8,0,0
ORD_02040,250,0.15,2,4,1,1
ORD_02041,381,0.03,2,7,0,0
ORD_02042,479,0.25,2,8,1,1
ORD_02043,437,0.12,2,6,1,1
ORD_02044,751,0.08,1,9,1,0
ORD_02045,344,0.35,1,6,1,0
ORD_02046,1630,0.12,3,4,0,0
ORD_02047,665,0.09,1,6,1,1
ORD_02048,660,0.02,3,2,0,0
ORD_02049,511,0.03,1,8,0,0
ORD_02050,753,0.04,2,6,1,0
ORD_02051,1287,0.12,1,4,0,0
ORD_02052,332,0.06,3,7,1,0
ORD_02053,392,0.02,3,8,1,0
ORD_02054,521,0.23,1,3,1,0
ORD_02055,250,0.21,1,10,0,0
ORD_02056,345,0.09,2,3,1,1
ORD_02057,454,0.03,3,10,1,0
ORD_02058,1338,0.05,2,3,1,0
ORD_02059,820,0.07,3,3,1,1
ORD_02060,776,0.12,1,2,0,1
ORD_02061,1313,0.04,2,5,1,0
ORD_02062,595,0.47,2,6,1,1
ORD_02063,909,0.3,1,1,1,0
ORD_02064,612,0.46,2,6,1,0
ORD_02065,822,0.13,3,7,0,0
ORD_02066,417,0.13,3,2,1,1
ORD_02067,250,0.06,1,1,1,0
ORD_02068,597,0.4,1,7,1,0
ORD_02069,2076,0.12,2,6,0,1
ORD_02070,1395,0.04,1,3,0,0
ORD_02071,1439,0.36,3,2,0,0
ORD_02072,1788,0.11,1,2,1,0
ORD_02073,714,0.12,2,2,1,1
ORD_02074,778,0.23,1,8,0,0
ORD_02075,405,0.27,2,1,1,0
ORD_02076,516,0.03,1,3,1,0
ORD_02077,1088,0.41,1,8,1,0
ORD_02078,1742,0.53,2,6,1,1
ORD_02079,594,0.1,2,7,1,0
ORD_02080,463,0.15,2,2,1,0
ORD_02081,665,0.22,1,9,1,0
ORD_02082,1075,0.18,1,7,1,0
ORD_02083,250,0.3,2,3,0,0
ORD_02084,250,0.05,3,9,1,0
ORD_02085,428,0.07,1,3,0,0
ORD_02086,250,0.01,1,10,1,0
ORD_02087,442,0.06,1,8,1,0
ORD_02088,590,0.14,1,7,1,0
ORD_02089,462,0.05,1,3,1,1
ORD_02090,2125,0.27,2,5,0,0
ORD_02091,863,0.01,3,7,1,1
ORD_02092,845,0.11,1,3,1,1
ORD_02093,1094,0.22,2,2,1,1
ORD_02094,267,0.07,2,9,1,1
ORD_02095,1527,0.37,3,2,1,0
ORD_02096,626,0.05,2,3,0,0
ORD_02097,1137,0.09,3,1,0,0
ORD_02098,282,0.19,2,1,1,0
ORD_02099,250,0.01,3,1,1,1
ORD_02100,1279,0.18,1,10,1,0
ORD_02101,898,0.18,1,3,1,1
ORD_02102,323,0.04,3,6,1,0
ORD_02103,331,0.05,2,10,0,0
ORD_02104,1636,0.21,1,3,1,1
ORD_02105,256,0.27,3,4,1,1
ORD_02106,2475,0.03,1,2,0,0
ORD_02107,323,0.11,1,7,1,0
ORD_02108,1108,0.16,2,4,0,1
ORD_02109,511,0.15,2,1,0,0
ORD_02110,1077,0.04,2,4,1,0
ORD_02111,430,0.16,1,4,1,0
ORD_02112,583,0.18,3,3,0,0
ORD_02113,687,0.23,3,8,0,1
ORD_02114,298,0.0,1,7,0,0
ORD_02115,1203,0.16,1,10,0,0
ORD_02116,441,0.01,1,10,1,1
ORD_02117,553,0.18,3,3,0,1
ORD_02118,300,0.02,3,4,0,1
ORD_02119,250,0.2,2,8,1,1
ORD_02120,570,0.25,3,10,0,0
ORD_02121,4582,0.49,2,3,1,0
ORD_02122,1245,0.23,2,5,1,1
ORD_02123,654,0.01,1,5,0,0
ORD_02124,538,0.2,1,5,1,0
ORD_02125,677,0.03,1,5,1,0
ORD_02126,1030,0.05,2,9,1,0
ORD_02127,258,0.63,1,10,1,1
ORD_02128,1622,0.02,1,5,1,0
ORD_02129,1178,0.07,1,9,1,0
ORD_02130,1181,0.13,2,9,0,0
ORD_02131,944,0.0,3,10,0,0
ORD_02132,675,0.19,3,4,1,1
ORD_02133,1139,0.07,2,9,1,0
ORD_02134,1067,0.18,2,2,0,0
ORD_02135,501,0.12,2,3,1,0
ORD_02136,420,0.36,1,1,1,0
ORD_02137,721,0.08,1,7,0,0
ORD_02138,2296,0.06,1,10,1,0
ORD_02139,250,0.08,2,9,1,0
ORD_02140,250,0.3,1,3,0,0
ORD_02141,758,0.35,2,8,1,0
ORD_02142,692,0.01,1,1,0,0
ORD_02143,764,0.58,1,6,0,0
ORD_02144,808,0.18,3,6,1,1
ORD_02145,556,0.26,1,5,1,1
ORD_02146,2190,0.13,2,4,1,0
ORD_02147,250,0.15,1,3,1,0
ORD_02148,342,0.0,1,4,1,0
ORD_02149,612,0.43,2,7,0,0
ORD_02150,250,0.05,2,7,0,0
ORD_02151,577,0.03,1,3,0,0
ORD_02152,2512,0.09,3,10,1,0
ORD_02153,676,0.13,2,3,0,0
ORD_02154,799,0.1,1,3,1,0
ORD_02155,250,0.11,1,5,1,1
ORD_02156,406,0.21,2,1,0,0
ORD_02157,492,0.34,2,10,1,1
ORD_02158,515,0.07,1,7,0,0
ORD_02159,1854,0.15,1,8,1,0
ORD_02160,1039,0.04,1,7,0,0
ORD_02161,273,0.26,1,8,1,0
ORD_02162,810,0.39,1,9,1,1
ORD_02163,990,0.07,3,4,0,0
ORD_02164,1655,0.22,2,3,1,1
ORD_02165,2355,0.16,2,7,1,0
ORD_02166,295,0.25,1,9,1,0
ORD_02167,347,0.21,1,9,1,1
ORD_02168,250,0.13,1,8,1,0
ORD_02169,551,0.17,2,3,0,0
ORD_02170,965,0.49,1,6,0,0
ORD_02171,1465,0.18,1,2,1,1
ORD_02172,625,0.02,1,6,1,0
ORD_02173,514,0.0,3,5,1,1
ORD_02174,751,0.02,2,4,1,0
ORD_02175,341,0.04,1,3,0,0
ORD_02176,3539,0.03,2,8,1,0
ORD_02177,250,0.28,2,10,1,1
ORD_02178,771,0.1,1,6,0,0
ORD_02179,3357,0.19,1,9,0,0
ORD_02180,668,0.07,3,3,1,0
ORD_02181,571,0.03,1,5,1,0
ORD_02182,499,0.62,3,4,1,0
ORD_02183,575,0.17,1,6,0,0
ORD_02184,1994,0.55,2,2,1,1
ORD_02185,250,0.14,1,6,1,0
ORD_02186,2268,0.16,2,3,1,0
ORD_02187,250,0.03,3,8,1,0
ORD_02188,537,0.23,2,10,1,0
ORD_02189,471,0.1,1,10,1,0
ORD_02190,1065,0.33,1,6,0,0
ORD_02191,250,0.11,3,8,0,0
ORD_02192,962,0.02,2,7,1,0
ORD_02193,3359,0.06,1,6,1,0
ORD_02194,250,0.08,3,9,1,0
ORD_02195,774,0.14,2,9,1,0
ORD_02196,391,0.34,1,10,1,0
ORD_02197,935,0.38,2,10,0,0
ORD_02198,675,0.17,2,4,1,0
ORD_02199,398,0.22,3,8,1,1
ORD_02200,982,0.01,1,3,1,0
ORD_02201,2817,0.43,3,5,1,0
ORD_02202,570,0.03,3,3,0,0
ORD_02203,1182,0.06,2,10,1,0
ORD_02204,250,0.4,1,4,0,0
ORD_02205,309,0.03,3,5,0,0
ORD_02206,970,0.08,2,8,0,0
ORD_02207,2180,0.16,3,10,1,0
ORD_02208,884,0.17,1,8,0,0
ORD_02209,517,0.06,3,3,0,1
ORD_02210,664,0.13,3,8,1,0
ORD_02211,250,0.0,3,10,1,0
ORD_02212,1078,0.3,1,4,1,0
ORD_02213,1347,0.37,2,2,0,1
ORD_02214,463,0.15,1,3,1,0
ORD_02215,456,0.04,1,8,0,0
ORD_02216,822,0.01,1,5,1,0
ORD_02217,469,0.34,3,2,1,1
ORD_02218,630,0.36,2,7,0,1
ORD_02219,3568,0.08,1,5,1,0
ORD_02220,545,0.21,3,6,1,1
ORD_02221,499,0.21,2,2,0,1
ORD_02222,396,0.05,3,7,1,0
ORD_02223,1206,0.06,3,1,0,0
ORD_02224,575,0.12,2,10,0,0
ORD_02225,395,0.11,1,10,1,0
ORD_02226,1914,0.19,3,5,1,1
ORD_02227,2070,0.03,1,9,1,0
ORD_02228,411,0.2,2,7,1,0
ORD_02229,250,0.01,3,9,0,0
ORD_02230,1489,0.19,1,9,1,0
ORD_02231,384,0.03,2,1,1,1
ORD_02232,1252,0.01,1,8,0,0
ORD_02233,250,0.06,1,7,0,0
ORD_02234,1358,0.01,1,2,0,1
ORD_02235,252,0.08,3,3,0,1
ORD_02236,1193,0.05,1,6,0,0
ORD_02237,672,0.37,3,3,1,1
ORD_02238,310,0.11,2,8,0,0
ORD_02239,480,0.5,2,4,1,1
ORD_02240,1151,0.11,3,7,1,0
ORD_02241,723,0.09,2,4,1,0
ORD_02242,1061,0.33,1,2,1,1
ORD_02243,3232,0.02,1,7,1,1
ORD_02244,250,0.2,2,8,1,0
ORD_02245,2425,0.09,2,1,1,0
ORD_02246,723,0.1,1,5,1,1
ORD_02247,324,0.13,2,10,0,0
ORD_02248,250,0.11,2,8,1,1
ORD_02249,571,0.07,3,1,1,1
ORD_02250,1390,0.28,2,3,0,0
ORD_02251,600,0.04,3,2,1,1
ORD_02252,2228,0.43,2,3,1,1
ORD_02253,250,0.12,3,3,1,1
ORD_02254,658,0.11,2,3,0,1
ORD_02255,250,0.25,2,1,1,1
ORD_02256,889,0.01,1,3,1,0
ORD_02257,1352,0.09,2,2,1,1
ORD_02258,475,0.12,3,9,1,0
ORD_02259,250,0.09,1,10,1,0
ORD_02260,779,0.17,1,8,1,0
ORD_02261,943,0.01,3,6,1,0
ORD_02262,919,0.22,2,7,0,0
ORD_02263,1787,0.23,1,1,1,1
ORD_02264,282,0.25,2,7,0,1
ORD_02265,1146,0.32,2,8,1,0
ORD_02266,1726,0.03,2,8,1,0
ORD_02267,250,0.08,3,6,1,0
ORD_02268,858,0.07,1,7,1,0
ORD_02269,444,0.03,2,2,1,0
ORD_02270,623,0.29,3,4,1,1
ORD_02271,878,0.09,3,8,1,0
ORD_02272,450,0.2,1,4,1,1
ORD_02273,387,0.48,1,8,1,1
ORD_02274,683,0.37,2,10,1,0
ORD_02275,278,0.05,3,4,0,0
ORD_02276,279,0.1,2,9,0,1
ORD_02277,1145,0.03,2,1,1,0
ORD_02278,265,0.01,3,6,1,1
ORD_02279,1133,0.23,2,1,0,0
ORD_02280,963,0.07,3,6,1,1
ORD_02281,250,0.24,3,4,1,0
ORD_02282,386,0.56,3,8,1,1
ORD_02283,1728,0.16,3,8,1,0
ORD_02284,303,0.02,2,9,0,0
ORD_02285,458,0.03,1,7,0,0
ORD_02286,962,0.23,2,8,0,0
ORD_02287,1244,0.19,3,3,1,1
ORD_02288,543,0.11,3,10,1,0
ORD_02289,412,0.04,1,4,0,0
ORD_02290,2075,0.25,1,4,0,0
ORD_02291,2673,0.3,2,6,1,1
ORD_02292,1455,0.02,2,7,1,0
ORD_02293,712,0.34,1,9,1,1
ORD_02294,348,0.43,2,10,0,0
ORD_02295,342,0.13,1,6,1,1
ORD_02296,1010,0.39,2,2,1,0
ORD_02297,929,0.17,1,10,0,0
ORD_02298,2041,0.11,3,10,1,1
ORD_02299,1119,0.01,2,7,0,0
ORD_02300,250,0.2,1,10,1,0
ORD_02301,1543,0.11,2,9,1,0
ORD_02302,299,0.14,1,8,1,1
ORD_02303,489,0.07,3,4,1,0
ORD_02304,812,0.15,2,2,1,0
ORD_02305,3283,0.04,2,8,1,0
ORD_02306,8005,0.05,1,6,1,0
ORD_02307,1080,0.2,1,8,0,0
ORD_02308,574,0.35,2,9,0,1
ORD_02309,1020,0.07,1,3,1,0
ORD_02310,1353,0.09,2,8,1,0
ORD_02311,514,0.05,2,10,0,0
ORD_02312,2796,0.33,1,8,1,1
ORD_02313,799,0.18,1,5,1,0
ORD_02314,990,0.23,3,6,1,0
ORD_02315,1133,0.07,3,5,1,0
ORD_02316,931,0.12,1,6,0,0
ORD_02317,1301,0.06,1,1,0,0
ORD_02318,405,0.18,1,10,1,0
ORD_02319,425,0.02,1,10,1,0
ORD_02320,275,0.07,3,10,0,0
ORD_02321,945,0.06,2,2,1,0
ORD_02322,1240,0.16,3,8,1,0
ORD_02323,959,0.03,3,1,1,0
ORD_02324,2539,0.18,2,9,1,1
ORD_02325,662,0.2,2,7,0,0
ORD_02326,1135,0.47,3,1,1,1
ORD_02327,277,0.21,2,5,1,1
ORD_02328,488,0.25,1,2,0,0
ORD_02329,1160,0.1,2,1,1,0
ORD_02330,1311,0.41,2,1,0,1
ORD_02331,525,0.11,3,5,1,1
ORD_02332,628,0.31,2,4,1,0
ORD_02333,250,0.07,1,5,0,0
ORD_02334,499,0.02,1,6,1,0
ORD_02335,1356,0.42,3,1,1,1
ORD_02336,1053,0.26,3,2,1,0
ORD_02337,992,0.06,2,2,1,0
ORD_02338,692,0.04,1,5,1,0
ORD_02339,668,0.14,1,10,1,0
ORD_02340,392,0.31,2,9,1,0
ORD_02341,1163,0.1,3,7,1,0
ORD_02342,931,0.26,3,10,0,0
ORD_02343,985,0.16,3,4,0,1
ORD_02344,436,0.09,2,5,0,0
ORD_02345,250,0.19,3,7,1,0
ORD_02346,1599,0.03,1,10,1,0
ORD_02347,453,0.07,1,9,0,1
ORD_02348,333,0.22,3,10,1,0
ORD_02349,1158,0.37,1,7,1,0
ORD_02350,486,0.26,2,2,0,0
ORD_02351,1553,0.22,2,4,0,1
ORD_02352,1089,0.0,1,10,0,0
ORD_02353,1149,0.38,1,4,0,0
ORD_02354,250,0.37,1,9,1,0
ORD_02355,1753,0.07,2,8,1,0
ORD_02356,819,0.03,1,6,0,0
ORD_02357,495,0.09,2,8,0,0
ORD_02358,745,0.01,2,7,1,0
ORD_02359,250,0.11,1,8,1,0
ORD_02360,922,0.14,1,7,0,0
ORD_02361,291,0.08,1,2,1,0
ORD_02362,250,0.09,1,6,1,0
ORD_02363,250,0.08,2,4,1,1
ORD_02364,1619,0.13,3,4,1,1
ORD_02365,402,0.09,1,10,0,0
ORD_02366,2268,0.1,3,6,1,1
ORD_02367,433,0.22,2,8,0,0
ORD_02368,250,0.22,2,5,1,0
ORD_02369,272,0.17,3,3,0,0
ORD_02370,1787,0.07,2,1,1,0
ORD_02371,587,0.13,1,5,0,0
ORD_02372,428,0.07,1,3,1,0
ORD_02373,755,0.17,2,3,1,0
ORD_02374,993,0.03,1,4,1,0
ORD_02375,1626,0.06,2,9,1,0
ORD_02376,2119,0.02,2,4,1,0
ORD_02377,498,0.02,1,5,1,0
ORD_02378,250,0.03,2,10,0,0
ORD_02379,477,0.6,2,5,1,1
ORD_02380,819,0.02,2,1,1,0
ORD_02381,307,0.4,1,7,1,0
ORD_02382,309,0.09,1,2,1,0
ORD_02383,875,0.11,2,6,1,1
ORD_02384,639,0.0,3,4,0,0
ORD_02385,682,0.15,2,5,0,0
ORD_02386,362,0.24,3,5,0,0
ORD_02387,553,0.28,1,4,0,0
ORD_02388,317,0.01,3,2,0,1
ORD_02389,1355,0.1,2,8,1,0
ORD_02390,1522,0.01,3,1,1,1
ORD_02391,250,0.03,1,9,0,0
ORD_02392,316,0.18,2,6,1,1
ORD_02393,250,0.26,2,4,0,0
ORD_02394,395,0.3,2,6,1,0
ORD_02395,622,0.0,1,9,1,0
ORD_02396,250,0.2,1,9,1,1
ORD_02397,318,0.08,2,3,1,0
ORD_02398,297,0.05,3,8,1,0
ORD_02399,785,0.11,2,1,0,0
ORD_02400,703,0.2,1,9,0,0
ORD_02401,373,0.12,3,7,1,0
ORD_02402,766,0.01,2,10,1,0
ORD_02403,429,0.07,1,7,1,0
ORD_02404,535,0.25,1,6,1,0
ORD_02405,2537,0.47,2,1,0,0
ORD_02406,1943,0.0,1,2,1,0
ORD_02407,250,0.36,1,3,1,0
ORD_02408,1291,0.2,2,1,1,0
ORD_02409,1272,0.09,1,5,1,1
ORD_02410,265,0.12,1,5,1,1
ORD_02411,1280,0.1,2,6,1,0
ORD_02412,2276,0.06,2,7,1,0
ORD_02413,270,0.25,1,10,1,0
ORD_02414,319,0.02,1,9,0,0
ORD_02415,1501,0.31,2,7,0,0
ORD_02416,826,0.08,1,6,1,0
ORD_02417,1033,0.01,2,9,0,0
ORD_02418,873,0.01,3,2,1,0
ORD_02419,909,0.0,2,6,0,0
ORD_02420,250,0.04,1,5,1,1
ORD_02421,1537,0.21,1,6,0,0
ORD_02422,1695,0.04,1,10,0,0
ORD_02423,553,0.32,1,1,1,1
ORD_02424,642,0.36,1,5,1,1
ORD_02425,250,0.14,1,8,1,0
ORD_02426,1003,0.02,3,3,0,0
ORD_02427,1051,0.1,3,3,1,1
ORD_02428,632,0.09,2,7,1,0
ORD_02429,1635,0.1,1,7,1,0
ORD_02430,509,0.17,3,2,1,1
ORD_02431,1044,0.08,1,8,1,0
ORD_02432,294,0.08,1,5,0,0
ORD_02433,652,0.39,1,9,1,0
ORD_02434,578,0.5,2,1,0,1
ORD_02435,796,0.36,1,4,1,1
ORD_02436,494,0.36,1,8,0,0
ORD_02437,598,0.13,1,9,1,0
ORD_02438,1287,0.34,3,9,1,0
ORD_02439,468,0.13,1,10,0,0
ORD_02440,250,0.02,1,1,1,0
ORD_02441,2696,0.15,2,1,1,0
ORD_02442,2008,0.37,1,7,0,0
ORD_02443,250,0.01,2,6,1,0
ORD_02444,1154,0.37,1,7,1,0
ORD_02445,444,0.78,2,8,0,0
ORD_02446,821,0.05,2,6,0,0
ORD_02447,841,0.08,3,10,1,0
ORD_02448,551,0.23,1,10,1,1
ORD_02449,355,0.18,2,10,1,1
ORD_02450,382,0.41,3,7,1,0
ORD_02451,319,0.06,2,7,1,1
ORD_02452,341,0.07,3,7,1,0
ORD_02453,630,0.44,3,2,0,1
ORD_02454,375,0.06,2,3,0,0
ORD_02455,1147,0.06,1,10,1,0
ORD_02456,2185,0.02,2,9,1,1
